Sex,Length,Diameter,Height,Whole_Weight,Older_12
F,0.7,NA,0.2,1.7365,NA
NA,0.7,0.56,0.175,NA,1
NA,0.71,0.57,0.195,NA,1
NA,0.715,0.545,0.18,NA,0
NA,NA,NA,0.185,NA,NA
I,0.215,0.15,0.055,0.041,0
I,0.24,0.185,0.06,0.0655,0
I,0.26,0.205,0.07,0.097,0
I,0.32,0.24,0.085,0.131,0
I,0.33,0.23,0.085,0.1695,0
I,0.335,0.26,0.085,0.192,0
I,0.35,0.26,0.09,0.1765,0
I,0.35,0.265,0.085,0.1735,0
I,0.36,0.265,0.075,0.1785,0
I,0.36,0.265,0.09,0.2055,0
NA,NA,NA,0.09,NA,NA
I,0.38,0.285,0.09,0.2305,0
I,0.4,0.31,0.115,0.314,0
I,0.4,0.315,0.09,0.33,0
I,0.4,0.265,0.1,NA,NA
I,0.425,0.325,0.11,0.405,0
NA,NA,0.325,NA,NA,0
NA,NA,NA,0.11,NA,NA
I,0.435,0.34,0.12,0.396,0
NA,NA,NA,0.095,NA,NA
NA,NA,NA,0.11,NA,NA
NA,NA,NA,0.11,NA,NA
I,0.46,0.34,0.09,0.384,0
NA,NA,0.355,NA,NA,0
I,0.475,0.36,0.135,0.4355,0
I,0.475,0.35,0.115,0.498,0
NA,NA,NA,0.125,NA,NA
F,0.495,0.37,0.12,0.594,0
NA,NA,NA,0.125,NA,NA
NA,0.505,0.39,0.115,NA,0
I,0.515,0.4,0.135,0.636,0
I,NA,0.39,NA,0.567,NA
I,0.53,0.405,0.13,0.6615,0
NA,0.53,0.42,0.13,NA,0
M,NA,0.415,NA,0.78,NA
NA,0.535,0.41,0.13,NA,0
I,NA,0.41,NA,0.7025,NA
I,0.55,0.425,0.155,0.8725,0
F,0.565,0.45,0.175,1.2365,0
M,0.57,NA,0.155,NA,0
I,0.57,0.42,0.13,0.7745,0
NA,0.57,0.42,0.16,NA,0
I,0.575,NA,0.155,0.8725,NA
I,0.575,0.44,0.125,0.8515,0
NA,0.575,0.475,0.16,NA,0
NA,NA,NA,0.155,NA,NA
I,0.58,0.46,0.14,0.9265,0
I,0.58,0.46,0.14,0.8295,0
I,0.58,0.47,0.15,0.907,1
NA,0.58,0.47,0.165,NA,0
F,0.585,0.465,0.165,0.9355,0
NA,NA,0.46,NA,NA,0
F,0.595,0.465,0.145,0.7955,0
F,0.6,0.47,0.17,1.0805,0
M,NA,0.47,NA,0.928,NA
NA,NA,NA,0.155,NA,NA
M,0.6,0.475,0.23,1.157,1
F,0.6,0.475,0.17,1.088,0
F,NA,NA,0.145,0.776,0
NA,0.62,0.48,0.165,NA,0
NA,NA,0.48,NA,NA,0
F,0.625,NA,0.16,1.3335,NA
F,0.625,NA,0.175,1.273,NA
M,0.625,0.49,0.165,NA,NA
M,0.625,0.485,0.16,1.2135,0
I,0.63,0.465,0.15,1.0315,1
NA,NA,0.495,NA,NA,0
M,NA,0.515,NA,1.3745,NA
NA,NA,NA,0.18,NA,NA
NA,NA,0.52,NA,NA,1
F,NA,0.475,NA,1.3875,NA
M,NA,0.525,NA,1.46,NA
F,0.655,0.53,0.165,1.2835,0
F,NA,0.5,NA,1.3765,NA
M,0.66,NA,0.2,NA,1
M,0.675,0.515,0.145,1.265,0
NA,NA,0.53,NA,NA,1
M,0.715,NA,0.18,NA,1
NA,0.735,0.555,0.22,NA,1
I,0.175,0.125,0.04,0.028,0
NA,NA,NA,0.095,NA,NA
NA,NA,0.3,NA,NA,0
NA,NA,0.325,NA,NA,0
I,0.455,0.37,0.11,NA,NA
I,0.495,NA,0.115,0.5755,NA
F,NA,0.375,NA,0.5805,NA
M,0.515,0.39,0.14,0.678,0
M,0.545,0.43,0.155,0.8035,0
F,0.555,0.405,0.12,0.913,0
M,NA,NA,0.16,0.8675,0
F,0.59,0.465,0.17,1.0425,0
M,NA,0.46,NA,1.14,NA
F,0.61,0.49,0.17,1.3475,1
M,0.615,0.475,0.155,NA,NA
M,0.615,0.475,0.19,NA,NA
NA,0.615,0.495,0.2,NA,1
NA,NA,NA,0.16,NA,NA
M,NA,0.515,NA,1.385,NA
F,0.64,0.5,0.17,1.12,1
F,0.64,NA,0.17,1.2645,NA
NA,NA,0.455,NA,NA,0
M,0.655,0.505,0.165,1.27,0
NA,NA,0.53,NA,NA,0
F,0.665,0.5,0.175,1.4355,0
NA,NA,0.525,NA,NA,0
M,0.69,NA,0.19,NA,0
M,NA,NA,0.2,1.89,0
F,NA,NA,0.225,2.037,1
I,0.27,0.205,0.05,0.084,0
I,0.285,0.225,0.07,0.1005,0
I,0.295,0.22,0.085,0.1285,0
I,0.3,NA,0.075,NA,0
I,0.3,0.22,0.065,0.1195,0
I,0.36,0.265,0.085,NA,NA
I,0.37,0.275,0.095,0.257,0
I,0.39,0.29,0.09,0.2745,0
I,0.435,0.325,0.1,0.342,0
NA,0.44,0.34,0.105,NA,0
I,0.44,0.32,0.095,0.3275,0
I,0.445,0.345,0.12,NA,NA
I,0.465,0.37,0.115,0.4075,0
I,0.465,0.355,0.12,0.4975,0
I,0.47,0.345,0.12,0.3685,0
I,0.475,0.365,0.105,0.4175,0
NA,0.475,0.335,0.1,NA,0
I,0.475,0.35,0.125,0.4225,0
I,0.485,NA,0.125,NA,0
I,0.49,NA,0.12,NA,0
I,0.515,0.405,0.13,0.573,0
I,0.52,NA,0.14,0.6385,NA
I,NA,NA,0.125,0.657,0
F,0.525,0.425,0.14,0.8735,0
I,0.53,0.425,0.13,NA,NA
I,0.53,0.42,0.14,0.6765,0
M,0.53,NA,0.125,NA,0
I,NA,NA,0.125,0.6235,1
NA,NA,0.405,NA,NA,0
I,0.535,0.45,0.155,0.8075,0
M,0.545,0.41,0.14,0.737,0
F,0.545,0.41,0.125,0.654,0
I,NA,0.415,NA,0.7915,NA
I,0.55,NA,0.14,0.753,NA
NA,NA,NA,0.135,NA,NA
I,0.555,0.43,0.15,0.783,0
I,0.575,0.45,0.145,0.872,0
I,0.575,NA,0.15,NA,0
NA,NA,0.42,NA,NA,1
F,0.585,0.465,0.145,0.9855,0
I,0.585,NA,0.14,NA,0
M,NA,0.465,NA,0.9895,NA
I,NA,NA,0.135,0.9365,0
F,NA,0.44,NA,0.964,NA
F,0.595,0.46,0.155,1.0455,0
F,NA,0.45,NA,1.081,NA
M,NA,0.47,NA,1.012,NA
F,0.6,0.5,0.16,NA,NA
NA,NA,NA,0.165,NA,NA
F,0.605,NA,0.15,NA,0
M,NA,0.45,NA,1.0805,NA
F,0.61,0.495,0.165,1.0835,0
M,0.615,0.47,0.175,NA,NA
NA,NA,NA,0.18,NA,NA
M,0.62,0.525,0.155,NA,NA
NA,NA,0.47,NA,NA,1
NA,NA,0.48,NA,NA,0
F,NA,NA,0.135,1.3025,1
I,0.625,0.485,0.16,NA,NA
NA,NA,0.49,NA,NA,1
NA,NA,NA,0.195,NA,NA
M,0.64,NA,0.175,1.273,NA
NA,0.645,0.51,0.19,NA,1
NA,0.65,0.52,0.17,NA,1
M,0.65,0.495,0.17,1.276,1
M,0.65,0.495,0.16,1.2075,0
F,NA,NA,0.195,1.281,0
NA,NA,NA,0.205,NA,NA
M,NA,0.51,NA,1.155,NA
F,0.65,0.51,0.175,1.35,0
M,NA,NA,0.19,1.3685,1
F,0.66,NA,0.17,1.431,NA
NA,NA,0.51,NA,NA,0
F,NA,0.54,NA,1.764,NA
F,0.67,NA,0.155,1.278,NA
NA,NA,0.54,NA,NA,1
F,0.67,0.54,0.2,1.46,0
F,0.675,0.535,0.185,1.5575,1
M,0.675,0.51,0.17,1.527,1
F,0.675,0.53,0.195,1.4985,0
M,NA,NA,0.19,1.885,0
M,0.685,0.535,0.175,1.432,1
M,0.705,0.55,0.21,1.4385,1
F,NA,0.53,NA,1.564,NA
NA,0.71,0.555,0.175,NA,1
F,0.725,0.56,0.185,1.792,1
NA,NA,0.6,NA,NA,1
I,0.235,0.13,0.075,0.1585,0
I,0.35,0.25,0.1,0.4015,0
I,0.36,0.25,0.115,0.465,0
I,0.38,0.28,0.095,0.2885,0
F,0.38,0.32,0.115,0.6475,0
M,0.43,0.31,0.13,0.6485,0
I,0.465,0.36,0.105,0.452,0
I,0.47,0.355,0.12,0.4915,0
NA,NA,NA,0.15,NA,NA
M,0.495,0.375,0.155,0.976,0
I,0.5,0.395,0.145,0.7865,0
M,0.505,0.4,0.15,0.775,0
I,0.51,0.375,0.15,0.8415,0
M,0.51,0.38,0.135,0.681,0
M,NA,0.37,NA,0.6145,NA
F,NA,NA,0.18,1.1655,0
F,0.575,0.42,0.19,1.764,0
M,NA,0.455,NA,1.1215,NA
M,0.615,NA,0.165,1.167,NA
M,0.615,0.475,0.15,1.0375,0
NA,NA,NA,0.18,NA,NA
M,0.625,0.47,0.15,NA,NA
F,0.635,0.505,0.17,1.2635,0
F,0.65,0.525,0.165,1.238,0
F,0.65,0.5,0.17,1.4045,1
F,0.67,NA,0.195,NA,1
F,0.695,NA,0.205,1.8185,NA
F,NA,0.555,NA,1.7525,NA
I,0.275,0.205,0.065,0.101,0
I,0.285,0.205,0.07,0.106,0
I,0.36,0.265,0.085,0.1865,0
I,0.385,0.29,0.1,0.2575,0
I,0.4,0.315,0.1,0.3225,0
I,0.43,0.33,0.095,0.32,0
I,0.435,0.375,0.11,0.4155,0
I,0.45,NA,0.115,NA,0
I,0.475,0.355,0.135,0.4775,0
I,0.475,0.36,0.11,0.452,0
NA,0.485,0.37,0.14,NA,0
I,0.51,0.395,0.105,0.5525,0
I,0.515,NA,0.12,0.565,NA
I,0.52,0.41,0.14,0.699,0
I,0.525,NA,0.14,0.6055,NA
M,0.53,0.425,0.155,0.7905,0
M,0.53,NA,0.13,NA,0
M,0.53,0.42,0.135,NA,NA
I,0.53,0.395,0.115,0.475,0
NA,0.53,0.41,0.15,NA,1
I,0.535,0.4,0.145,0.705,0
I,0.535,0.45,0.135,NA,NA
F,0.555,0.44,0.14,0.846,0
NA,0.555,0.46,0.16,NA,0
M,0.56,0.465,0.145,0.8875,0
F,NA,NA,0.145,0.898,0
NA,0.565,0.43,0.125,NA,0
NA,NA,NA,0.145,NA,NA
M,0.575,0.465,0.12,1.0535,0
F,0.575,NA,0.15,NA,0
I,0.58,0.42,0.14,0.701,0
M,NA,NA,0.155,0.8275,0
F,0.585,0.42,0.155,0.9845,1
NA,NA,NA,0.145,NA,NA
I,0.59,NA,0.125,NA,0
NA,NA,NA,0.185,NA,NA
NA,NA,0.48,NA,NA,0
M,0.615,NA,0.13,0.9685,NA
F,0.62,0.5,0.175,1.107,1
NA,0.62,0.48,0.18,NA,1
M,NA,0.48,NA,1.2555,NA
M,0.625,0.495,0.155,NA,NA
M,0.625,NA,0.185,1.2425,NA
NA,NA,NA,0.16,NA,NA
F,0.63,0.475,0.15,1.072,0
F,0.645,0.51,0.155,1.129,0
F,0.65,NA,0.175,NA,0
F,NA,NA,0.175,1.227,1
NA,NA,NA,0.175,NA,NA
NA,0.665,0.525,0.18,NA,1
NA,NA,NA,0.175,NA,NA
M,0.675,NA,0.175,NA,1
F,0.675,NA,0.21,NA,1
M,NA,NA,0.2,1.8995,1
NA,NA,0.535,NA,NA,0
F,0.705,0.56,0.17,1.4575,1
NA,NA,0.58,NA,NA,1
I,0.205,0.155,0.045,0.0495,0
I,0.305,0.23,0.075,0.1455,0
I,0.32,0.23,0.06,0.129,0
I,0.355,0.27,0.1,0.2255,0
M,0.425,0.305,0.11,0.359,0
I,0.425,0.31,0.095,0.3505,0
F,0.45,0.365,0.115,0.5885,0
M,NA,NA,0.13,0.623,0
F,0.52,0.375,0.135,0.5375,0
I,0.525,0.4,0.125,0.5655,0
M,0.555,NA,0.13,0.8625,NA
F,0.61,NA,0.17,1.137,NA
I,0.35,0.26,0.095,0.221,0
I,0.38,0.275,0.095,0.2425,0
NA,0.46,0.34,0.1,NA,0
M,0.465,0.355,0.12,0.5315,0
M,0.475,0.385,0.12,0.562,0
NA,NA,NA,0.14,NA,NA
NA,NA,0.45,NA,NA,0
M,0.57,0.44,0.145,0.8815,0
M,0.595,0.46,0.155,1.03,0
F,0.605,0.48,0.175,1.1685,0
F,0.615,0.455,0.135,1.059,0
M,NA,NA,0.17,1.127,0
M,0.625,NA,0.17,NA,1
NA,NA,0.52,NA,NA,0
NA,NA,NA,0.195,NA,NA
M,0.68,0.52,0.175,NA,NA
NA,NA,0.555,NA,NA,1
M,NA,NA,0.12,0.6335,1
F,NA,NA,0.175,0.754,0
NA,NA,0.365,NA,NA,1
M,0.535,0.41,0.15,0.8105,1
M,0.335,NA,0.075,0.22,NA
F,0.425,0.35,0.1,0.4425,0
M,NA,NA,0.1,0.3555,0
I,0.17,0.105,0.035,0.034,0
I,0.335,0.25,0.095,0.185,0
M,0.52,0.425,0.125,NA,NA
F,0.53,0.41,0.145,0.8255,0
NA,0.5,0.42,0.125,NA,1
F,0.615,0.475,0.145,NA,NA
M,0.575,0.45,0.16,NA,NA
M,0.57,NA,0.155,NA,1
M,0.455,0.35,0.105,0.416,1
I,0.37,0.275,0.085,0.2045,0
NA,NA,0.37,NA,NA,0
NA,NA,NA,0.22,NA,NA
M,NA,0.3,NA,0.3435,NA
F,0.375,0.295,0.11,0.3005,0
M,0.56,0.44,0.13,0.8255,0
M,0.55,0.41,0.15,0.785,1
NA,NA,0.465,NA,NA,0
F,0.485,0.4,0.155,0.731,1
NA,NA,0.335,NA,NA,0
I,0.335,0.255,0.085,0.1785,0
NA,0.655,0.515,0.2,NA,1
F,0.565,0.45,0.165,0.9765,1
F,NA,NA,0.19,1.018,0
NA,NA,0.465,NA,NA,1
NA,NA,NA,0.175,NA,NA
M,0.475,0.37,0.125,0.655,0
NA,0.655,0.5,0.18,NA,1
I,0.32,0.235,0.065,0.1385,0
M,0.525,0.395,0.165,NA,NA
F,0.525,0.43,0.165,0.717,0
NA,NA,NA,0.13,NA,NA
F,0.44,0.34,0.135,0.3975,0
NA,NA,NA,0.16,NA,NA
M,NA,0.44,NA,0.744,NA
F,0.45,0.36,0.11,0.447,1
F,0.515,0.4,0.115,0.578,0
I,0.33,0.25,0.075,0.1405,0
F,0.525,0.41,0.15,0.708,1
M,0.295,0.225,0.09,0.1385,0
NA,NA,0.45,NA,NA,1
F,0.645,0.5,0.225,1.626,1
NA,NA,NA,0.115,NA,NA
NA,NA,NA,0.17,NA,NA
I,0.38,0.3,0.1,0.286,0
F,0.565,0.455,0.13,1.058,0
F,0.67,0.545,0.16,1.5415,1
M,0.54,0.425,0.12,0.817,0
I,NA,NA,0.075,0.152,0
I,0.41,0.33,0.105,0.335,0
NA,NA,0.375,NA,NA,0
F,0.56,NA,0.155,NA,0
NA,NA,0.45,NA,NA,1
NA,NA,NA,0.2,NA,NA
M,0.515,NA,0.14,0.7365,NA
F,0.56,NA,0.18,NA,1
F,0.5,0.4,0.15,0.8085,1
I,0.435,0.355,0.125,0.4075,0
M,NA,NA,0.135,0.6295,1
NA,NA,NA,0.18,NA,NA
M,0.76,0.575,0.19,1.829,1
F,0.615,0.5,0.165,1.1765,1
NA,0.565,0.46,0.15,NA,0
I,0.14,0.105,0.035,0.0145,0
M,0.445,0.345,0.14,0.476,1
F,0.525,0.43,0.125,0.813,1
I,0.16,0.12,0.02,0.018,0
M,NA,0.48,NA,1.064,NA
M,0.575,NA,0.165,0.853,NA
M,NA,0.27,NA,0.219,NA
M,NA,NA,0.065,0.0635,0
I,NA,NA,0.15,0.6275,1
I,0.455,NA,0.135,0.441,NA
F,0.455,0.375,0.125,0.458,0
M,0.455,NA,0.135,NA,1
I,0.355,0.27,0.1,0.216,0
NA,NA,NA,0.14,NA,NA
I,0.54,0.4,0.145,NA,NA
I,0.52,0.39,0.14,0.7325,1
I,0.56,0.445,0.165,1.0285,1
F,NA,NA,0.16,0.712,0
NA,NA,NA,0.19,NA,NA
NA,0.645,0.49,0.19,NA,1
I,0.565,0.43,0.135,0.8545,1
M,0.295,0.23,0.085,0.125,0
M,0.375,0.28,0.095,0.2225,0
I,NA,0.4,NA,0.6955,NA
NA,0.395,0.28,0.08,NA,1
F,NA,NA,0.165,0.7105,1
F,0.47,0.35,0.115,0.487,0
I,0.58,0.42,0.16,0.728,1
I,0.5,0.38,0.155,0.6675,1
I,0.725,0.55,0.22,NA,NA
F,NA,NA,0.215,1.498,1
F,0.67,0.535,0.185,1.597,1
I,0.55,NA,0.165,0.8605,NA
F,0.49,0.37,0.115,0.541,1
I,0.235,0.18,0.06,0.058,0
I,0.235,0.175,0.08,0.0645,0
M,0.52,0.41,0.115,0.77,1
F,0.475,NA,0.115,0.541,NA
M,0.53,0.425,0.11,0.739,1
F,0.35,0.275,0.065,0.205,0
M,NA,0.42,NA,0.8695,NA
M,NA,NA,0.105,0.6555,1
F,0.54,0.44,0.16,1.0905,1
F,NA,0.4,NA,0.6295,NA
M,NA,NA,0.175,1.0985,1
M,NA,NA,0.16,0.991,1
I,0.235,NA,0.065,NA,0
M,0.525,NA,0.165,NA,1
M,0.475,0.365,0.14,0.6175,1
F,0.53,NA,0.165,NA,1
F,0.525,NA,0.15,NA,1
F,0.53,0.425,0.13,NA,NA
F,0.465,0.39,0.11,0.6355,1
I,0.315,0.235,0.08,0.18,0
I,0.465,0.355,0.12,0.5805,0
M,0.485,0.385,0.105,0.556,0
I,0.49,NA,0.12,NA,0
F,0.515,0.395,0.14,0.686,1
F,0.555,0.44,0.155,1.016,0
F,0.61,0.5,0.18,1.438,0
NA,0.68,0.55,0.19,NA,1
NA,NA,0.55,NA,NA,1
M,0.695,0.55,0.205,2.173,0
F,0.72,0.575,0.195,2.1505,0
I,0.27,0.205,0.075,0.118,0
I,0.27,0.19,0.06,0.099,0
I,0.295,0.22,0.07,0.1365,0
I,NA,NA,0.065,0.1295,0
I,0.315,0.23,0.07,0.164,0
NA,NA,NA,0.095,NA,NA
I,0.38,0.3,0.09,0.277,0
I,0.385,NA,0.09,0.248,NA
I,0.4,0.295,0.095,0.252,0
M,0.415,0.315,0.12,0.4015,0
I,0.415,0.33,0.1,0.3905,0
I,0.42,0.32,0.115,0.409,0
I,0.44,0.33,0.135,0.4095,0
NA,NA,0.35,NA,NA,0
NA,NA,0.35,NA,NA,0
M,0.485,0.39,0.12,0.599,0
M,0.495,0.375,0.115,0.6245,0
F,0.525,0.41,0.115,0.7745,0
NA,NA,NA,0.15,NA,NA
I,0.58,NA,0.15,NA,0
F,0.585,0.45,0.125,0.874,0
M,0.6,NA,0.155,1.262,NA
M,0.63,0.48,0.185,NA,NA
F,0.645,NA,0.17,NA,0
F,0.655,0.545,0.185,NA,NA
M,0.665,0.515,0.165,NA,NA
F,0.67,NA,0.195,NA,1
M,0.67,0.51,0.2,NA,NA
NA,NA,0.51,NA,NA,0
M,NA,NA,0.23,2.003,0
NA,0.72,0.6,0.235,NA,1
I,0.185,0.135,0.045,0.032,0
I,0.245,0.175,0.055,0.0785,0
I,0.315,0.23,0,0.134,0
I,0.36,0.27,0.09,0.2075,0
I,0.375,0.28,0.08,0.2235,0
NA,NA,NA,0.095,NA,NA
I,0.455,0.35,0.135,0.5365,0
NA,0.48,0.35,0.105,NA,0
I,0.485,0.375,0.125,0.562,0
I,0.51,0.39,0.125,0.597,0
M,0.52,0.395,0.125,NA,NA
F,0.555,0.43,0.14,0.7545,0
M,0.585,0.465,0.15,0.98,0
NA,0.585,0.46,0.15,NA,1
M,NA,0.455,NA,1.133,NA
M,NA,0.49,NA,1.146,NA
M,0.61,0.475,0.15,NA,NA
M,0.615,0.53,0.17,1.12,0
F,0.62,0.465,0.14,1.011,0
M,0.625,NA,0.175,1.131,NA
M,0.625,0.48,0.175,1.065,0
M,0.635,0.48,0.145,1.181,0
F,0.64,0.525,0.175,1.382,0
M,0.66,NA,0.19,1.4385,NA
M,0.66,0.485,0.155,1.2275,0
M,0.66,0.515,0.155,1.4415,0
F,0.68,0.55,0.175,1.473,1
F,0.69,0.58,0.195,1.658,0
M,0.72,0.545,0.195,1.7475,1
I,0.275,0.2,0.07,0.096,0
I,0.33,0.245,0.065,0.1445,0
I,0.33,0.26,0.085,0.1965,0
I,0.365,0.28,0.09,0.196,0
I,0.365,0.27,0.09,0.2155,0
I,0.42,0.31,0.1,0.2805,0
I,0.435,0.335,0.11,0.334,0
I,0.435,0.325,0.1,0.366,0
I,0.44,0.325,0.11,0.4965,0
I,0.485,0.365,0.09,0.651,0
I,NA,NA,0.125,0.5125,0
M,0.51,0.405,0.125,0.6925,0
I,0.52,0.41,0.14,0.5995,1
I,0.54,0.42,0.14,0.74,0
I,0.54,NA,0.155,0.702,NA
I,0.55,0.445,0.125,0.672,1
I,NA,0.44,NA,0.811,NA
F,0.575,0.45,0.12,0.9585,1
NA,NA,0.45,NA,NA,0
F,0.575,0.46,0.165,0.9575,0
NA,NA,NA,0.135,NA,NA
F,0.58,0.425,0.155,NA,NA
M,NA,NA,0.16,0.998,0
M,0.6,NA,0.155,NA,1
M,0.62,NA,0.145,1.003,NA
F,0.625,0.495,0.16,1.234,1
M,0.625,NA,0.155,1.025,NA
M,0.625,0.495,0.175,NA,NA
NA,NA,0.5,NA,NA,0
M,0.625,0.47,0.145,1.7855,1
F,0.625,0.485,0.165,1.2255,0
F,0.635,NA,0.18,1.2565,NA
F,0.645,0.5,0.15,1.159,0
M,NA,NA,0.165,1.403,1
F,NA,NA,0.185,1.826,1
F,0.695,0.56,0.185,NA,NA
M,0.515,0.39,0.12,0.6125,0
I,0.545,0.405,0.13,0.658,0
M,0.62,0.465,0.145,NA,NA
M,NA,NA,0.15,1.1955,0
F,0.63,0.515,0.16,1.336,1
F,0.64,NA,0.18,1.36,NA
I,0.37,0.275,0.08,0.2325,0
I,0.395,0.31,0.085,0.317,0
I,0.4,0.3,0.115,0.318,0
I,0.41,0.305,0.1,0.2645,0
I,0.455,0.335,0.105,0.4055,0
I,0.48,0.335,0.125,0.524,0
I,0.485,0.375,0.11,0.464,0
I,0.5,0.36,0.12,0.439,0
I,0.515,0.395,0.125,0.5805,0
I,0.52,0.4,0.14,0.622,0
M,0.545,NA,0.15,NA,0
I,0.545,0.43,0.14,NA,NA
I,0.55,0.435,0.125,0.741,0
NA,0.55,0.43,0.18,NA,0
M,NA,0.385,NA,0.7275,NA
I,0.555,0.43,0.125,0.7005,0
NA,0.56,0.45,0.145,NA,1
I,0.565,0.465,0.15,1.1815,0
M,NA,NA,0.16,1.0145,0
NA,NA,0.48,NA,NA,0
M,NA,0.51,NA,1.218,NA
M,0.59,NA,0.155,0.874,NA
NA,NA,0.475,NA,NA,0
NA,NA,NA,0.13,NA,NA
M,0.61,NA,0.155,NA,0
M,0.615,0.475,0.205,NA,NA
M,0.625,NA,0.18,NA,1
F,0.625,NA,0.19,NA,1
M,NA,0.485,NA,1.2435,NA
M,0.63,NA,0.175,1.4135,NA
NA,NA,NA,0.155,NA,NA
F,0.635,NA,0.175,NA,1
M,NA,0.5,NA,1.2915,NA
F,NA,0.495,NA,1.3105,NA
M,0.67,NA,0.18,NA,0
F,0.675,0.52,0.175,1.494,0
NA,NA,0.51,NA,NA,1
M,0.68,0.545,0.185,1.672,1
M,0.7,0.545,0.215,1.9125,0
NA,NA,0.545,NA,NA,1
F,NA,0.565,NA,1.79,NA
NA,NA,NA,0.205,NA,NA
I,0.42,0.305,0.1,0.3415,0
I,0.48,NA,0.1,0.519,NA
M,0.48,0.365,0.13,0.5305,0
M,NA,NA,0.155,1.2825,0
I,0.515,0.4,0.14,0.7165,0
NA,NA,0.42,NA,NA,0
NA,NA,0.42,NA,NA,0
F,0.57,0.45,0.15,0.9645,0
NA,NA,0.465,NA,NA,0
M,0.625,0.48,0.16,1.2415,0
F,NA,NA,0.175,1.3185,0
M,0.65,NA,0.185,1.3455,NA
I,0.3,0.215,0.05,0.1185,0
M,0.35,0.265,0.09,0.197,0
I,NA,0.35,NA,0.4725,NA
I,0.46,0.365,0.11,0.4495,0
I,NA,0.375,NA,0.557,NA
I,0.5,0.385,0.12,0.516,0
I,0.54,0.415,0.135,0.709,0
M,NA,NA,0.145,0.7385,1
I,0.55,NA,0.11,0.7935,NA
M,0.555,0.435,0.145,0.9205,0
I,0.57,0.425,0.14,NA,NA
M,0.58,0.45,0.14,0.824,0
I,0.58,0.425,0.145,0.83,1
I,NA,NA,0.17,0.985,0
M,0.585,0.45,0.15,0.997,1
NA,0.595,0.455,0.14,NA,0
F,0.6,0.5,0.17,1.13,1
NA,NA,NA,0.155,NA,NA
M,0.63,0.505,0.155,1.105,1
M,0.63,NA,0.155,NA,1
F,0.635,0.495,0.175,1.2355,0
F,NA,NA,0.19,1.2395,0
F,0.65,0.505,0.165,1.357,1
M,0.655,NA,0.18,NA,1
F,NA,NA,0.22,1.359,1
M,0.67,0.535,0.19,NA,NA
NA,NA,0.525,NA,NA,1
M,0.695,0.53,0.21,NA,NA
M,0.695,0.55,0.195,NA,NA
M,NA,0.605,NA,2.0505,NA
I,0.28,NA,0.07,0.124,NA
I,0.33,0.23,0.08,0.14,0
NA,NA,NA,0.075,NA,NA
I,0.37,0.28,0.09,0.218,0
I,0.43,0.315,0.115,0.384,0
I,0.435,0.33,0.095,0.393,0
I,0.44,0.35,0.11,0.3805,0
M,NA,0.37,NA,0.4895,NA
M,0.475,0.36,0.14,0.5135,0
I,0.48,0.355,0.11,0.4495,0
F,0.56,0.44,0.135,0.8025,0
NA,NA,NA,0.165,NA,NA
F,0.585,NA,0.17,NA,1
M,0.385,0.255,0.1,0.3175,0
I,0.39,0.31,0.085,0.344,0
I,0.39,0.29,0.1,0.2845,0
I,0.405,0.3,0.085,0.3035,0
I,0.475,0.365,0.115,0.499,0
M,0.5,0.38,0.125,0.577,0
F,0.515,0.4,0.125,0.615,0
NA,NA,0.385,NA,NA,0
M,0.55,0.43,0.13,0.8395,0
M,0.56,0.43,0.155,NA,NA
F,0.565,0.45,0.165,0.887,1
M,0.59,0.44,0.135,0.966,0
M,0.6,NA,0.205,1.176,NA
F,0.625,0.485,0.15,NA,NA
M,0.71,NA,0.195,1.9485,NA
